,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
0,1141807,1ST CONSTITUTION BANCORP,2009-03-27,4,0,18,2,0,4,0,0,0,0,2,3,1,0,3775,677.9960000000002,2.5610000000000004,0.003777308,6.25,0.72,73.12,Retail Trade
1,66740,3M CO,2009-02-17,1,0,5,1,1,0,0,0,0,0,2,1,0,0,1180,27250.0,3193.0,0.117174312,82.67,1431.0,1700.580622,Manufacturing
2,1413898,A. H. Belo CORP,2009-03-18,2,0,4,2,3,0,0,1,0,0,1,2,2,0,3756,404.427,-107.895,-0.266784859,5.76,0.0,-62.15277778,Manufacturing
3,824142,AAON INC,2009-03-11,1,0,4,0,0,0,0,0,0,0,0,1,0,0,989,156.211,27.721,0.17745869399999994,19.49,6.2010000000000005,38.94817855,Manufacturing
4,1800,ABBOTT LABORATORIES,2009-02-20,8,0,22,10,3,0,3,1,0,7,8,2,0,0,34646,52416.623,5745.838000000002,0.109618622,53.99,2476.036,4584.952769,Manufacturing
5,1043533,ABOVENET INC,2009-03-16,6,0,10,7,3,0,0,1,0,1,0,6,1,0,5308,862.0,281.6,0.326682135,65.04,0.0,-84.43265683,"Transportation, Communications, Electric, Gas, Sanitation"
6,1070494,ACADIA PHARMACEUTICALS INC,2009-03-10,3,0,12,7,8,4,0,0,0,6,3,9,0,0,10986,49.68,-45.145,-0.908715781,1.32,0.0,-31.81818182,Manufacturing
7,1176316,ACCESS NATIONAL CORP,2009-03-31,1,2,70,8,1,1,0,1,0,0,7,5,4,0,13288,666.8789999999998,9.635,0.014447898,5.9,0.415,-11.77966102,Retail Trade
8,896159,ACE LTD,2009-02-27,5,0,48,6,2,0,0,0,0,1,9,6,3,0,11573,77980.0,2549.0,0.032687869,50.4,0.0,5,"Finance, Insurance, and Real Estate"
9,1130258,ACME PACKET INC,2009-03-13,5,0,15,2,12,1,0,1,0,8,2,12,0,0,10675,246.726,17.105999999999998,0.06933197099999999,11.0,0.0,-52.18181818,Manufacturing
10,1008848,ACORDA THERAPEUTICS INC,2009-03-02,7,0,19,7,4,1,0,0,0,2,6,4,0,0,12645,319.471,-83.94,-0.262746853,25.2,0.0,-18.61111111,Manufacturing
11,1062478,ACTUATE CORP,2009-03-12,1,0,16,6,4,2,0,0,0,6,3,3,0,0,9097,169.764,12.179,0.07174077,4.28,0.0,-30.8411215,Services
12,863650,ADAM INC,2009-03-24,0,1,6,1,1,0,0,0,0,1,1,2,1,0,2980,39.456,-13.335,-0.337971411,4.2,0.0,-4.761904762,Services
