,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
0,946738,"1ST INDEPENDENCE FINANCIAL GROUP, INC.",2007-03-28,0,1,11,4,1,2,0,1,1,0,1,2,1,0,3406,347.718,-4.771,-0.013720888999999998,9.62,0.631,77.03742204,Retail Trade
1,1069996,21ST CENTURY HOLDING CO,2007-03-16,6,0,35,11,6,3,0,0,0,1,4,3,0,0,6775,219.361,21.28,0.09700904,13.44,5.757000000000001,119.546131,"Finance, Insurance, and Real Estate"
2,58592,4 KIDS ENTERTAINMENT INC,2007-03-16,3,0,8,6,9,0,0,0,0,3,5,4,0,0,5760,151.079,-23.326,-0.154396044,13.15,0.0,38.55513308,"Finance, Insurance, and Real Estate"
3,1018840,ABERCROMBIE & FITCH CO /DE/,2007-03-30,1,0,15,5,8,5,0,1,0,1,2,2,0,0,4100,2567.598,475.697,0.002520119,79.59,61.33,1661242.937,Retail Trade
4,894081,ABX AIR INC,2007-03-16,0,0,11,2,1,0,0,1,1,1,2,0,0,0,2421,1162.967,19.587,0.016842266,4.18,0.0,65.78947368,"Transportation, Communications, Electric, Gas, Sanitation"
5,899629,ACADIA REALTY TRUST,2007-03-01,1,0,22,5,8,0,0,0,0,2,2,0,0,0,11850,999.012,27.27,0.027296969,25.61,33.695,129.2659118,"Finance, Insurance, and Real Estate"
6,896159,ACE LTD,2007-03-01,3,0,29,6,0,0,0,0,0,3,4,5,0,0,7866,72090.0,2578.0,0.035760854,61.78,394.0,635.788281,"Finance, Insurance, and Real Estate"
7,1092013,ACME COMMUNICATIONS INC,2007-03-30,2,0,8,0,1,0,0,0,0,4,0,2,0,0,2970,101.979,15.293,0.149962247,2.73,0.0,83.88278388,Public Administration
8,1062478,ACTUATE CORP,2007-03-20,0,0,17,5,4,2,0,0,0,7,3,3,0,0,7827,169.908,20.164,0.118675989,7.77,0.0,-23.55212355,Services
9,863650,ADAM INC,2007-03-27,0,0,5,1,1,0,0,0,0,0,1,4,0,0,2408,59.97,3.939,0.06568284099999999,8.37,0.0,-27.35961768,Services
10,1076167,ADOLOR CORP,2007-02-27,14,0,34,12,2,1,0,1,2,4,3,7,0,0,18646,178.67700000000005,-48.44300000000001,-0.271120514,4.6,0.0,63.47826087,Manufacturing
11,1158449,ADVANCE AUTO PARTS INC,2007-02-28,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1798,2805.566,238.317,0.084944357,37.99,24.789,58.85496183,Retail Trade
12,927003,ADVANCED ENERGY INDUSTRIES INC,2007-02-20,2,0,11,5,3,4,0,0,0,2,0,4,0,0,4737,459.028,34.361,0.07485599999999999,13.08,0.0,44.26605505,Manufacturing
13,2488,ADVANCED MICRO DEVICES INC,2007-03-01,12,0,25,21,22,1,0,0,0,3,4,6,0,0,29494,11550.0,-3379.0,-0.292554113,7.5,0.0,171.3333333,Manufacturing
14,785787,AEP INDUSTRIES INC,2007-01-16,6,0,22,16,0,8,0,0,0,1,0,0,0,0,9187,329.028,30.052,0.091335692,39.85,0.0,32.195734,Manufacturing
15,2135,AFFILIATED COMPUTER SERVICES INC,2007-01-23,0,0,28,2,1,2,0,0,1,1,2,2,0,0,6471,5982.429,253.09,0.042305558,56.72,0.0,-9.009167842,Services
16,1004155,AGL RESOURCES INC,2007-02-07,2,0,31,2,4,0,0,0,0,3,3,1,0,0,4996,6268.0,211.0,0.03366305,37.64,123.0,330.1540914,"Transportation, Communications, Electric, Gas, Sanitation"
17,816159,AIR METHODS CORP,2007-03-09,1,0,3,3,0,1,0,0,0,3,0,1,0,0,3164,369.552,27.537,0.074514547,49.67,0.0,-43.78900745,"Transportation, Communications, Electric, Gas, Sanitation"
18,1105542,AIRSPAN NETWORKS INC,2007-03-16,3,0,16,27,15,2,0,0,0,5,4,10,1,0,16672,114.021,-30.462,-0.267161312,1.76,4.67,375.5681818,Manufacturing
19,918160,AK STEEL HOLDING CORP,2007-02-27,1,0,20,0,3,0,0,0,0,2,0,2,0,0,1678,5197.4,387.7,0.07459499,46.24,0.0,-63.45155709,Manufacturing
20,897077,ALAMO GROUP INC,2007-03-14,2,0,14,5,1,4,0,0,0,1,1,1,1,0,4039,350.63,12.365,0.035265094,18.12,2.346,42.41721854,Manufacturing
21,1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,2007-03-14,3,0,15,3,7,1,0,0,0,10,1,4,0,1,7995,663.203,144.136,0.217333154,15.0,36.84,246.8666667,"Transportation, Communications, Electric, Gas, Sanitation"
22,1065087,ALBANY MOLECULAR RESEARCH INC,2007-03-15,6,0,12,1,5,1,0,0,0,2,0,1,0,0,5367,386.654,8.936,0.023111102,14.38,0.0,-26.56467316,Manufacturing
23,902272,ALDILA INC,2007-03-14,0,0,4,6,2,0,0,0,0,4,0,2,0,0,2295,68.488,15.953,0.23293131600000005,16.39,3.258,10.90909091,Manufacturing
24,3453,ALEXANDER & BALDWIN INC,2007-02-26,1,0,21,1,3,1,0,0,0,1,1,1,0,0,3841,2479.0,142.0,0.057281162,51.66,48.0,78.7456446,"Transportation, Communications, Electric, Gas, Sanitation"
25,899866,ALEXION PHARMACEUTICALS INC,2007-02-23,7,0,23,6,4,2,0,2,1,6,2,2,0,0,8973,334.357,-92.29,-0.276022335,75.03,0.0,-46.16819939,Manufacturing
26,1018963,ALLEGHENY TECHNOLOGIES INC,2007-02-27,8,0,17,6,7,0,0,0,0,1,1,3,0,0,3285,4095.6,747.1,0.182415275,86.4,58.1,72.19907407,Manufacturing
27,1181001,ALLIANCE BANKSHARES CORP,2007-03-16,0,1,9,3,0,1,0,0,0,0,0,2,1,0,1924,541.262,-2.844,-0.005254386999999999,6.52,0.0,140.0306748,Retail Trade
28,796317,ALLIANCE FINANCIAL CORP /NY/,2007-03-15,4,1,20,2,0,0,0,0,0,0,3,1,1,0,3243,1307.281,9.477,0.0072493980000000015,26.0,4.291,39.04230769,Retail Trade
29,352541,ALLIANT ENERGY CORP,2007-03-01,4,0,15,1,1,3,0,0,0,0,5,4,0,0,3100,7189.7,444.0,0.061755011,40.69,161.9,390.7102482,"Transportation, Communications, Electric, Gas, Sanitation"
30,848865,ALLIED WASTE INDUSTRIES INC,2007-02-23,3,0,5,0,1,1,0,0,0,0,0,1,1,0,5330,13948.7,273.6,0.019614731,11.02,37.5,351.814882,"Transportation, Communications, Electric, Gas, Sanitation"
31,899051,ALLSTATE CORP,2007-02-22,7,0,31,7,7,0,0,0,0,1,3,7,0,0,5768,156408.0,4636.0,0.029640428,52.23,901.0,1749.722382,"Finance, Insurance, and Real Estate"
32,730469,ALPHARMA INC,2007-03-01,2,0,11,5,1,0,0,0,0,0,1,3,0,0,4783,1288.165,-13.581,0.001763477,20.15,0.0,,    Manufacturing
33,878903,ALTEON INC /DE,2007-03-22,7,0,7,1,3,1,0,2,1,2,3,4,0,0,8939,16.705,-16.093,-0.963364262,2.2,3.8539999999999996,82,Manufacturing
34,764180,"ALTRIA GROUP, INC.",2007-03-01,8,0,12,11,8,2,0,0,0,1,7,3,0,0,8511,57211.0,9786.0,0.171051022,75.58,6430.0,8521.090236,Manufacturing
35,874501,AMBAC FINANCIAL GROUP INC,2007-03-01,0,0,30,0,2,0,0,0,0,3,1,0,1,0,2830,23565.011,-3248.157,-0.137838128,25.77,79.566,554.3888242,"Finance, Insurance, and Real Estate"
36,714756,AMCORE FINANCIAL INC,2007-03-15,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1496,5192.778,28.241,0.005438515,22.7,16.829,118.0572687,Retail Trade
37,877476,AMERICA SERVICE GROUP INC /DE,2007-03-09,2,0,10,3,0,0,0,0,0,0,2,4,0,0,4510,150.92,2.815,0.018652266,7.33,0.0,117.8717599,Services
38,1283630,AMERICAN CAMPUS COMMUNITIES INC,2007-03-16,0,0,31,4,5,1,0,0,0,3,2,1,1,0,6948,1076.296,-1.686,-0.001566484,26.85,32.961999999999996,128.7970205,"Finance, Insurance, and Real Estate"
39,1106980,AMERICAN COMMUNITY BANCSHARES INC,2007-03-29,0,1,7,0,3,0,0,0,0,1,3,3,1,0,2788,505.595,5.02,0.009928896,9.59,1.348,29.17622523,Retail Trade
40,4904,AMERICAN ELECTRIC POWER CO INC,2007-02-28,6,0,33,1,2,3,0,0,0,5,2,7,0,0,8237,40366.0,1092.0,0.02705247,46.56,633.0,1350.987973,"Transportation, Communications, Electric, Gas, Sanitation"
41,97196,AMERICAN INDEPENDENCE CORP,2007-03-16,6,0,37,2,10,3,0,1,0,0,2,2,0,0,7697,146.102,1.138,0.007789079,9.05,0.0,19.33701657,"Finance, Insurance, and Real Estate"
42,804138,AMERICAN LAND LEASE INC,2007-03-12,0,1,9,2,3,1,0,0,0,1,2,2,0,0,4838,436.533,14.356,0.032886403,19.83,9.874,83.4795764,"Finance, Insurance, and Real Estate"
43,878774,AMERICAN MORTGAGE ACCEPTANCE CO,2007-03-15,0,0,38,0,2,0,0,0,0,2,1,1,0,0,5988,666.3989999999999,-58.582,-0.087908295,1.1,6.2,1998.181818,"Finance, Insurance, and Real Estate"
44,350832,AMERICAN PACIFIC CORP,2007-01-10,4,0,12,4,4,4,0,0,0,1,4,0,0,0,8587,249.407,4.984,0.019983401,15.62,0.0,-50.9603073,Manufacturing
45,1108236,AMERICAN RIVER BANKSHARES,2007-03-09,3,0,55,3,6,0,0,0,0,2,3,2,1,0,9893,573.685,8.478,0.014778145,17.14,3.319,59.32905484,Retail Trade
46,836102,AMERICAN STANDARD COMPANIES INC,2007-02-26,2,1,13,12,3,0,0,0,0,0,1,1,0,0,10309,5097.3,286.3,0.05616699,46.71,135.8,288.8888889,Manufacturing
47,924383,AMERICAN TECHNOLOGY CORP /DE/,2007-01-08,3,0,12,1,7,2,0,1,0,1,6,8,0,0,7305,13.259,-5.561,-0.419413229,3.8,0.0,0.526315789,Manufacturing
48,5981,AMERICAN VANGUARD CORP,2007-03-14,2,0,11,1,3,0,0,0,0,0,1,1,0,0,3087,248.581,18.728,0.07533962799999999,17.35,1.838,2.236311239,Manufacturing
49,903129,AMERIGON INC,2007-02-20,2,0,14,5,6,3,0,0,0,3,3,0,0,0,4130,55.986,7.375,0.131729361,21.14,0.0,-54.30463576,Manufacturing
50,707605,AMERISERV FINANCIAL INC /PA/,2007-03-06,0,2,17,5,1,1,0,1,0,0,0,0,1,0,2810,904.878,3.034,0.003352938,2.77,0.0,77.97833935,Retail Trade
51,790730,AMERON INTERNATIONAL CORP,2007-02-08,0,0,6,0,1,2,0,0,0,0,1,0,0,0,1003,705.812,67.23899999999999,0.095264745,105.78,8.208,-21.1401021,Manufacturing
52,318154,AMGEN INC,2007-02-28,6,0,35,20,5,2,1,0,3,1,3,19,0,2,26754,34639.0,3166.0,0.091399867,46.44,0.0,47.09302326,Manufacturing
53,1142750,AMN HEALTHCARE SERVICES INC,2007-03-09,3,1,10,3,2,0,0,0,0,2,1,0,0,0,4277,633.626,36.532,0.05765546200000001,17.17,0.0,60.3960396,Services
54,887433,AMPEX CORP /DE/,2007-03-22,0,0,14,3,2,6,0,1,0,2,3,2,0,0,5263,26.467,0.904,2.98e-05,3.02,0.0,n/a    Manufacturing,
55,6201,AMR CORP,2007-02-23,0,0,14,6,1,2,2,0,1,0,2,3,2,0,7777,28571.0,504.0,0.017640265,14.03,0.0,115.4668567,"Transportation, Communications, Electric, Gas, Sanitation"
56,773910,ANADARKO PETROLEUM CORP,2007-02-28,4,0,29,2,3,0,0,0,0,2,1,0,0,0,4486,48481.0,3781.0,0.077989315,65.69,173.0,229.6087685,Mining
57,1128495,ANADYS PHARMACEUTICALS INC,2007-03-15,5,0,16,13,11,3,0,1,0,9,7,10,0,0,15208,61.526,-9.172,-0.149075188,1.61,0.0,205.5900621,Manufacturing
